Timestep,N,NE,E,SE,S,SW,W,NW,PlumeSurface_m2,MaxDistance,MaxDirection
0,0.0,0.0,0.0,0.0,0.0,904.5901933033696,1211.3986751745701,0.0,24375,24375.0,PlumeSurface_m2
1,0.0,0.0,0.0,0.0,0.0,1041.4476979524136,1329.605022257683,989.4145902358301,53125,53125.0,PlumeSurface_m2
